"T","Points:0","Points:1","Points:2"
342,0.01575,-0.011755,0
328.02,0.01575,-0.012122,0
320.83,0.01575,-0.012857,0
320.16,0.021,-0.013959,0
320.03,0.0195,-0.014327,0
320.09,0.0195,-0.013959,0
320.13,0.02025,-0.013959,0
320.71,0.01875,-0.013224,0
320.22,0.01875,-0.013592,0
321.39,0.021,-0.013224,0
320.46,0.021,-0.013592,0
321.14,0.02025,-0.013224,0
320.37,0.02025,-0.013592,0
320.22,0.02175,-0.013959,0
322.43,0.02325,-0.013224,0
322.85,0.024,-0.013224,0
320.84,0.02325,-0.013592,0
321.01,0.024,-0.013592,0
321.73,0.02175,-0.013224,0
320.58,0.02175,-0.013592,0
322.2,0.01875,-0.012857,0
380.75,0.021,-0.011755,0
346.98,0.021,-0.012122,0
373.77,0.02025,-0.011755,0
343.46,0.02025,-0.012122,0
324.03,0.021,-0.012857,0
323.36,0.02025,-0.012857,0
327.53,0.024,-0.012857,0
326.59,0.02325,-0.012857,0
387.25,0.02175,-0.011755,0
350.65,0.02175,-0.012122,0
324.86,0.02175,-0.012857,0
320.21,0.027,-0.014327,0
320.19,0.02625,-0.014327,0
320.07,0.02625,-0.014694,0
323.29,0.02475,-0.013224,0
321.19,0.02475,-0.013592,0
324.64,0.027,-0.013224,0
321.78,0.027,-0.013592,0
324.15,0.02625,-0.013224,0
321.55,0.02625,-0.013592,0
320.68,0.027,-0.013959,0
320.88,0.02775,-0.013959,0
326.42,0.02925,-0.013224,0
327.21,0.03,-0.013224,0
322.65,0.02925,-0.013592,0
323.03,0.03,-0.013592,0
325.23,0.02775,-0.013224,0
322.07,0.02775,-0.013592,0
328.5,0.02475,-0.012857,0
420.89,0.027,-0.011755,0
373.38,0.027,-0.012122,0
417.74,0.02625,-0.011755,0
371.02,0.02625,-0.012122,0
331.33,0.027,-0.012857,0
330.43,0.02625,-0.012857,0
336.05,0.03,-0.012857,0
334.68,0.02925,-0.012857,0
424.39,0.02775,-0.011755,0
375.93,0.02775,-0.012122,0
332.44,0.02775,-0.012857,0
320.86,0.033,-0.014327,0
320.38,0.033,-0.014694,0
320.7,0.03225,-0.014327,0
320.32,0.03225,-0.014694,0
328.05,0.03075,-0.013224,0
323.43,0.03075,-0.013592,0
330.94,0.033,-0.013224,0
324.9,0.033,-0.013592,0
329.7,0.03225,-0.013224,0
324.21,0.03225,-0.013592,0
321.02,0.03375,-0.014327,0
320.44,0.03375,-0.014694,0
334.94,0.03525,-0.013224,0
336.63,0.036,-0.013224,0
327.01,0.03525,-0.013592,0
327.75,0.036,-0.013592,0
332.29,0.03375,-0.013224,0
325.62,0.03375,-0.013592,0
337.56,0.03075,-0.012857,0
450.57,0.033,-0.011755,0
398.08,0.033,-0.012122,0
445.2,0.03225,-0.011755,0
394.12,0.03225,-0.012122,0
342.71,0.033,-0.012857,0
340.74,0.03225,-0.012857,0
352.97,0.036,-0.012857,0
349.93,0.03525,-0.012857,0
457.11,0.03375,-0.011755,0
403.04,0.03375,-0.012122,0
345.13,0.03375,-0.012857,0
322.4,0.039,-0.014327,0
321.13,0.039,-0.014694,0
322.11,0.03825,-0.014327,0
321.03,0.03825,-0.014694,0
338.3,0.03675,-0.013224,0
328.6,0.03675,-0.013592,0
344.1,0.039,-0.013224,0
331.74,0.039,-0.013592,0
341.85,0.03825,-0.013224,0
330.52,0.03825,-0.013592,0
322.67,0.03975,-0.014327,0
321.28,0.03975,-0.014694,0
351.16,0.04125,-0.013224,0
353.48,0.042,-0.013224,0
335.6,0.04125,-0.013592,0
336.94,0.042,-0.013592,0
346.29,0.03975,-0.013224,0
332.9,0.03975,-0.013592,0
355.93,0.03675,-0.012857,0
530.84,0.039,-0.011755,0
454.93,0.039,-0.012122,0
518.13,0.03825,-0.011755,0
445.64,0.03825,-0.012122,0
366.24,0.039,-0.012857,0
362.27,0.03825,-0.012857,0
382.02,0.042,-0.012857,0
378.12,0.04125,-0.012857,0
543.49,0.03975,-0.011755,0
463.98,0.03975,-0.012122,0
370.15,0.03975,-0.012857,0
324.81,0.045,-0.014327,0
322.17,0.045,-0.014694,0
324.5,0.04425,-0.014327,0
321.99,0.04425,-0.014694,0
355.31,0.04275,-0.013224,0
337.96,0.04275,-0.013592,0
360.33,0.045,-0.013224,0
340.91,0.045,-0.013592,0
358.79,0.04425,-0.013224,0
339.95,0.04425,-0.013592,0
325.2,0.04575,-0.014327,0
322.38,0.04575,-0.014694,0
364.34,0.04725,-0.013224,0
365.29,0.048,-0.013224,0
343.76,0.04725,-0.013592,0
344.48,0.048,-0.013592,0
361.77,0.04575,-0.013224,0
341.92,0.04575,-0.013592,0
385.14,0.04275,-0.012857,0
596.5,0.045,-0.011755,0
505.25,0.045,-0.012122,0
595.91,0.04425,-0.011755,0
503.42,0.04425,-0.012122,0
392.66,0.045,-0.012857,0
390.5,0.04425,-0.012857,0
398.48,0.048,-0.012857,0
397.54,0.04725,-0.012857,0
594.82,0.04575,-0.011755,0
506,0.04575,-0.012122,0
394.54,0.04575,-0.012857,0
327,0.051,-0.014327,0
326.72,0.05025,-0.014327,0
365.88,0.04875,-0.013224,0
345.01,0.04875,-0.013592,0
367.33,0.051,-0.013224,0
346.46,0.051,-0.013592,0
366.66,0.05025,-0.013224,0
345.85,0.05025,-0.013592,0
327.43,0.05175,-0.014327,0
371.03,0.05325,-0.013224,0
372.51,0.054,-0.013224,0
349.32,0.05325,-0.013592,0
350.31,0.054,-0.013592,0
368.24,0.05175,-0.013224,0
347.21,0.05175,-0.013592,0
398.88,0.04875,-0.012857,0
565.08,0.051,-0.011755,0
500.31,0.051,-0.012122,0
567.64,0.05025,-0.011755,0
500.87,0.05025,-0.012122,0
399.61,0.051,-0.012857,0
399.13,0.05025,-0.012857,0
405.4,0.054,-0.012857,0
403.56,0.05325,-0.012857,0
563.64,0.05175,-0.011755,0
500.47,0.05175,-0.012122,0
400.49,0.05175,-0.012857,0
330.58,0.057,-0.014327,0
329.9,0.05625,-0.014327,0
373.99,0.05475,-0.013224,0
351.37,0.05475,-0.013592,0
379.93,0.057,-0.013224,0
355.42,0.057,-0.013592,0
377.57,0.05625,-0.013224,0
353.82,0.05625,-0.013592,0
331.37,0.05775,-0.014327,0
389.22,0.05925,-0.013224,0
392.77,0.06,-0.013224,0
361.87,0.05925,-0.013592,0
364.27,0.06,-0.013592,0
382.64,0.05775,-0.013224,0
357.35,0.05775,-0.013592,0
407.31,0.05475,-0.012857,0
588.29,0.057,-0.011755,0
524.91,0.057,-0.012122,0
581.94,0.05625,-0.011755,0
519.18,0.05625,-0.012122,0
415.24,0.057,-0.012857,0
411.98,0.05625,-0.012857,0
432.5,0.06,-0.012857,0
427.67,0.05925,-0.012857,0
594.2,0.05775,-0.011755,0
530.44,0.05775,-0.012122,0
418.91,0.05775,-0.012857,0
337.74,0.063,-0.014327,0
336.6,0.06225,-0.014327,0
396.28,0.06075,-0.013224,0
366.62,0.06075,-0.013592,0
407.13,0.063,-0.013224,0
374.04,0.063,-0.013592,0
403.22,0.06225,-0.013224,0
371.25,0.06225,-0.013592,0
338.91,0.06375,-0.014327,0
417.93,0.06525,-0.013224,0
421.66,0.066,-0.013224,0
381.89,0.06525,-0.013592,0
384.51,0.066,-0.013592,0
410.95,0.06375,-0.013224,0
376.83,0.06375,-0.013592,0
437.38,0.06075,-0.012857,0
661.8,0.063,-0.011755,0
578.38,0.063,-0.012122,0
652.38,0.06225,-0.011755,0
571.05,0.06225,-0.012122,0
452.31,0.063,-0.012857,0
447.32,0.06225,-0.012857,0
471.44,0.066,-0.012857,0
466.59,0.06525,-0.012857,0
670.47,0.06375,-0.011755,0
585.85,0.06375,-0.012122,0
457.15,0.06375,-0.012857,0
346.81,0.069,-0.014327,0
345.41,0.06825,-0.014327,0
425.3,0.06675,-0.013224,0
386.96,0.06675,-0.013592,0
436.94,0.069,-0.013224,0
395.61,0.069,-0.013592,0
432.9,0.06825,-0.013224,0
392.57,0.06825,-0.013592,0
348.33,0.06975,-0.014327,0
449.3,0.07125,-0.013224,0
453.25,0.072,-0.013224,0
405.01,0.07125,-0.013592,0
407.99,0.072,-0.013592,0
441.08,0.06975,-0.013224,0
398.78,0.06975,-0.013592,0
476.25,0.06675,-0.012857,0
719.59,0.069,-0.011755,0
629.05,0.069,-0.012122,0
713.77,0.06825,-0.011755,0
623.52,0.06825,-0.012122,0
490.94,0.069,-0.012857,0
485.94,0.06825,-0.012857,0
510.43,0.072,-0.012857,0
505.77,0.07125,-0.012857,0
724.78,0.06975,-0.011755,0
634.13,0.06975,-0.012122,0
495.95,0.06975,-0.012857,0
357.81,0.075,-0.014327,0
356.44,0.07425,-0.014327,0
457.09,0.07275,-0.013224,0
410.94,0.07275,-0.013592,0
467.69,0.075,-0.013224,0
419.3,0.075,-0.013592,0
464.43,0.07425,-0.013224,0
416.68,0.07425,-0.013592,0
359.19,0.07575,-0.014327,0
477.17,0.07725,-0.013224,0
480.59,0.078,-0.013224,0
427.25,0.07725,-0.013592,0
430.1,0.078,-0.013592,0
470.75,0.07575,-0.013224,0
421.84,0.07575,-0.013592,0
514.93,0.07275,-0.012857,0
748.49,0.075,-0.011755,0
664.82,0.075,-0.012122,0
745.78,0.07425,-0.011755,0
660.71,0.07425,-0.012122,0
527.43,0.075,-0.012857,0
523.54,0.07425,-0.012857,0
542.46,0.078,-0.012857,0
538.56,0.07725,-0.012857,0
750.99,0.07575,-0.011755,0
668.65,0.07575,-0.012122,0
531.03,0.07575,-0.012857,0
370.17,0.081,-0.014327,0
368.44,0.08025,-0.014327,0
484.17,0.07875,-0.013224,0
432.97,0.07875,-0.013592,0
495.7,0.081,-0.013224,0
442.03,0.081,-0.013592,0
491.61,0.08025,-0.013224,0
438.94,0.08025,-0.013592,0
371.91,0.08175,-0.014327,0
506.92,0.08325,-0.013224,0
510.58,0.084,-0.013224,0
451.1,0.08325,-0.013592,0
453.84,0.084,-0.013592,0
499.56,0.08175,-0.013224,0
445.11,0.08175,-0.013592,0
546.5,0.07875,-0.012857,0
778.79,0.081,-0.011755,0
701.04,0.081,-0.012122,0
773.23,0.08025,-0.011755,0
695.14,0.08025,-0.012122,0
558.86,0.081,-0.012857,0
554.45,0.08025,-0.012857,0
577,0.084,-0.012857,0
572.38,0.08325,-0.012857,0
785.22,0.08175,-0.011755,0
707.56,0.08175,-0.012122,0
563.48,0.08175,-0.012857,0
381.04,0.087,-0.014327,0
380.01,0.08625,-0.014327,0
513.79,0.08475,-0.013224,0
456.33,0.08475,-0.013592,0
522.35,0.087,-0.013224,0
463.23,0.087,-0.013592,0
519.76,0.08625,-0.013224,0
461.14,0.08625,-0.013592,0
382.14,0.08775,-0.014327,0
529.54,0.08925,-0.013224,0
531.37,0.09,-0.013224,0
469.1,0.08925,-0.013592,0
470.56,0.09,-0.013592,0
524.87,0.08775,-0.013224,0
465.31,0.08775,-0.013592,0
581.32,0.08475,-0.012857,0
844.77,0.087,-0.011755,0
758.55,0.087,-0.012122,0
835.43,0.08625,-0.011755,0
751.17,0.08625,-0.012122,0
592.59,0.087,-0.012857,0
589.07,0.08625,-0.012857,0
605.21,0.09,-0.012857,0
602.49,0.08925,-0.012857,0
854.19,0.08775,-0.011755,0
765.82,0.08775,-0.012122,0
596.06,0.08775,-0.012857,0
387.78,0.093,-0.014327,0
387.24,0.09225,-0.014327,0
532.87,0.09075,-0.013224,0
471.69,0.09075,-0.013592,0
536.22,0.093,-0.013224,0
474.09,0.093,-0.013592,0
535.28,0.09225,-0.013224,0
473.42,0.09225,-0.013592,0
388.32,0.09375,-0.014327,0
537.74,0.09525,-0.013224,0
537.82,0.096,-0.013224,0
475.54,0.09525,-0.013592,0
475.75,0.096,-0.013592,0
536.95,0.09375,-0.013224,0
474.68,0.09375,-0.013592,0
607.57,0.09075,-0.012857,0
914.85,0.093,-0.011755,0
807.65,0.093,-0.012122,0
907.39,0.09225,-0.011755,0
803.04,0.09225,-0.012122,0
612.91,0.093,-0.012857,0
611.41,0.09225,-0.012857,0
615.18,0.096,-0.012857,0
615.16,0.09525,-0.012857,0
921.64,0.09375,-0.011755,0
811.65,0.09375,-0.012122,0
614.04,0.09375,-0.012857,0
388.41,0.099,-0.014327,0
388.79,0.09825,-0.014327,0
537.54,0.09675,-0.013224,0
475.65,0.09675,-0.013592,0
535.18,0.099,-0.013224,0
473.85,0.099,-0.013592,0
536.28,0.09825,-0.013224,0
474.7,0.09825,-0.013592,0
388,0.09975,-0.014327,0
530.52,0.10125,-0.013224,0
528.81,0.102,-0.013224,0
470.71,0.10125,-0.013592,0
469.64,0.102,-0.013592,0
533.76,0.09975,-0.013224,0
472.81,0.09975,-0.013592,0
614.73,0.09675,-0.012857,0
948.46,0.099,-0.011755,0
820.85,0.099,-0.012122,0
947.07,0.09825,-0.011755,0
821.71,0.09825,-0.012122,0
611.48,0.099,-0.012857,0
612.92,0.09825,-0.012857,0
602.45,0.102,-0.012857,0
605.06,0.10125,-0.012857,0
948.77,0.09975,-0.011755,0
819.11,0.09975,-0.012122,0
609.64,0.09975,-0.012857,0
384.82,0.105,-0.014327,0
385.48,0.10425,-0.014327,0
527.07,0.10275,-0.013224,0
468.48,0.10275,-0.013592,0
521.66,0.105,-0.013224,0
464.65,0.105,-0.013592,0
523.51,0.10425,-0.013224,0
465.98,0.10425,-0.013592,0
384.27,0.10575,-0.014327,0
516.61,0.10725,-0.013224,0
514.65,0.108,-0.013224,0
460.92,0.10725,-0.013592,0
459.38,0.108,-0.013592,0
519.93,0.10575,-0.013224,0
463.43,0.10575,-0.013592,0
599.78,0.10275,-0.012857,0
924.11,0.105,-0.011755,0
789.05,0.105,-0.012122,0
929.94,0.10425,-0.011755,0
794.48,0.10425,-0.012122,0
591.8,0.105,-0.012857,0
594.49,0.10425,-0.012857,0
582.12,0.108,-0.012857,0
584.6,0.10725,-0.012857,0
917.49,0.10575,-0.011755,0
783.3,0.10575,-0.012122,0
589.24,0.10575,-0.012857,0
379.09,0.111,-0.014327,0
379.88,0.11025,-0.014327,0
512.48,0.10875,-0.013224,0
457.69,0.10875,-0.013592,0
505.49,0.111,-0.013224,0
452.49,0.111,-0.013592,0
507.94,0.11025,-0.013224,0
454.29,0.11025,-0.013592,0
378.13,0.11175,-0.014327,0
497.49,0.11325,-0.013224,0
494.82,0.114,-0.013224,0
446.55,0.11325,-0.013592,0
444.54,0.114,-0.013592,0
502.91,0.11175,-0.013224,0
450.59,0.11175,-0.013592,0
579.39,0.10875,-0.012857,0
862.46,0.111,-0.011755,0
742.63,0.111,-0.012122,0
871.44,0.11025,-0.011755,0
748.72,0.11025,-0.012122,0
570.34,0.111,-0.012857,0
573.51,0.11025,-0.012857,0
556.17,0.114,-0.012857,0
559.81,0.11325,-0.012857,0
853.4,0.11175,-0.011755,0
736.45,0.11175,-0.012122,0
566.96,0.11175,-0.012857,0
368.97,0.117,-0.014327,0
370.6,0.11625,-0.014327,0
492.06,0.11475,-0.013224,0
442.38,0.11475,-0.013592,0
483.27,0.117,-0.013224,0
435.01,0.117,-0.013592,0
486.28,0.11625,-0.013224,0
437.62,0.11625,-0.013592,0
367.22,0.11775,-0.014327,0
472.34,0.11925,-0.013224,0
467.97,0.12,-0.013224,0
425.42,0.11925,-0.013592,0
421.65,0.12,-0.013592,0
480,0.11775,-0.013224,0
432.12,0.11775,-0.013592,0
552.56,0.11475,-0.012857,0
787.81,0.117,-0.011755,0
690.02,0.117,-0.012122,0
797.1,0.11625,-0.011755,0
696.48,0.11625,-0.012122,0
541.57,0.117,-0.012857,0
545.16,0.11625,-0.012857,0
523.94,0.12,-0.012857,0
528.93,0.11925,-0.012857,0
778.78,0.11775,-0.011755,0
683.55,0.11775,-0.012122,0
537.77,0.11775,-0.012857,0
352.98,0.123,-0.014327,0
355,0.12225,-0.014327,0
463.12,0.12075,-0.013224,0
417.6,0.12075,-0.013592,0
446.2,0.123,-0.013224,0
404.33,0.123,-0.013592,0
452.01,0.12225,-0.013224,0
408.84,0.12225,-0.013592,0
351.13,0.12375,-0.014327,0
428.68,0.12525,-0.013224,0
423.56,0.126,-0.013224,0
391.69,0.12525,-0.013592,0
388.25,0.126,-0.013592,0
440.28,0.12375,-0.013224,0
399.89,0.12375,-0.013592,0
518.39,0.12075,-0.012857,0
716.54,0.123,-0.011755,0
628.97,0.123,-0.012122,0
726.56,0.12225,-0.011755,0
639.48,0.12225,-0.012122,0
498.04,0.123,-0.012857,0
504.89,0.12225,-0.012857,0
469.86,0.126,-0.012857,0
476.61,0.12525,-0.012857,0
704.36,0.12375,-0.011755,0
618.08,0.12375,-0.012122,0
491.12,0.12375,-0.012857,0
344.04,0.129,-0.014327,0
344.33,0.12825,-0.014327,0
419.29,0.12675,-0.013224,0
385.46,0.12675,-0.013592,0
412.42,0.129,-0.013224,0
381.08,0.129,-0.013592,0
413.69,0.12825,-0.013224,0
381.86,0.12825,-0.013592,0
344.04,0.12975,-0.014327,0
413.18,0.13125,-0.013224,0
414.19,0.132,-0.013224,0
382.01,0.13125,-0.013592,0
382.95,0.132,-0.013592,0
412.07,0.12975,-0.013224,0
380.92,0.12975,-0.013592,0
464,0.12675,-0.012857,0
621.19,0.129,-0.011755,0
555.87,0.129,-0.012122,0
629.62,0.12825,-0.011755,0
560.44,0.12825,-0.012122,0
454.16,0.129,-0.012857,0
455.99,0.12825,-0.012857,0
455.92,0.132,-0.012857,0
454.91,0.13125,-0.012857,0
617.38,0.12975,-0.011755,0
554.04,0.12975,-0.012122,0
453.62,0.12975,-0.012857,0
347.57,0.135,-0.014327,0
347.14,0.13425,-0.014327,0
414.84,0.13275,-0.013224,0
383.75,0.13275,-0.013592,0
413,0.135,-0.013224,0
384.35,0.135,-0.013592,0
414.4,0.13425,-0.013224,0
384.56,0.13425,-0.013592,0
347.95,0.13575,-0.014327,0
406.1,0.13725,-0.013224,0
403.72,0.138,-0.013224,0
381.88,0.13725,-0.013592,0
380.93,0.138,-0.013592,0
410.95,0.13575,-0.013224,0
383.76,0.13575,-0.013592,0
456.33,0.13275,-0.012857,0
584.95,0.135,-0.011755,0
534.6,0.135,-0.012122,0
605.44,0.13425,-0.011755,0
546.49,0.13425,-0.012122,0
450.39,0.135,-0.012857,0
453.68,0.13425,-0.012857,0
433.49,0.138,-0.012857,0
437.59,0.13725,-0.012857,0
562.7,0.13575,-0.011755,0
522.36,0.13575,-0.012122,0
446.32,0.13575,-0.012857,0
351.26,0.141,-0.014327,0
349.04,0.14025,-0.014327,0
402.04,0.13875,-0.013224,0
380.19,0.13875,-0.013592,0
408.82,0.141,-0.013224,0
386.27,0.141,-0.013592,0
404.27,0.14025,-0.013224,0
381.96,0.14025,-0.013592,0
355.62,0.14175,-0.014327,0
434.81,0.14325,-0.013224,0
470.08,0.144,-0.013224,0
408.6,0.14325,-0.013592,0
435.48,0.144,-0.013592,0
413.22,0.14175,-0.013224,0
391.17,0.14175,-0.013592,0
430.48,0.13875,-0.012857,0
520.82,0.141,-0.011755,0
492.07,0.141,-0.012122,0
519.45,0.14025,-0.011755,0
492.09,0.14025,-0.012122,0
434.33,0.141,-0.012857,0
431.23,0.14025,-0.012857,0
504.16,0.144,-0.012857,0
464.1,0.14325,-0.012857,0
522.61,0.14175,-0.011755,0
493.97,0.14175,-0.012122,0
437.84,0.14175,-0.012857,0
410.49,0.147,-0.014327,0
405.49,0.14625,-0.014327,0
510.01,0.14475,-0.013224,0
463.61,0.14475,-0.013592,0
497.96,0.147,-0.013224,0
461.73,0.147,-0.013592,0
513.29,0.14625,-0.013224,0
467.76,0.14625,-0.013592,0
416.11,0.14775,-0.014327,0
487.61,0.14925,-0.013224,0
494.57,0.15,-0.013224,0
469.26,0.14925,-0.013592,0
477.74,0.15,-0.013592,0
486.28,0.14775,-0.013224,0
459.96,0.14775,-0.013592,0
561.03,0.14475,-0.012857,0
712.8,0.147,-0.011755,0
657.2,0.147,-0.012122,0
734.23,0.14625,-0.011755,0
698.19,0.14625,-0.012122,0
544.04,0.147,-0.012857,0
571.97,0.14625,-0.012857,0
510.3,0.15,-0.012857,0
505.96,0.14925,-0.012857,0
657.73,0.14775,-0.011755,0
597.74,0.14775,-0.012122,0
519.02,0.14775,-0.012857,0
485.42,0.153,-0.014327,0
472.72,0.15225,-0.014327,0
504.7,0.15075,-0.013224,0
488.33,0.15075,-0.013592,0
531.35,0.153,-0.013224,0
524.34,0.153,-0.013592,0
525.36,0.15225,-0.013224,0
512.66,0.15225,-0.013592,0
498.52,0.15375,-0.014327,0
571.21,0.15525,-0.013224,0
587.5,0.156,-0.013224,0
576.55,0.15525,-0.013592,0
594.04,0.156,-0.013592,0
540.9,0.15375,-0.013224,0
539.72,0.15375,-0.013592,0
524.12,0.15075,-0.012857,0
1078,0.153,-0.011755,0
846.07,0.153,-0.012122,0
1080.2,0.15225,-0.011755,0
870.78,0.15225,-0.012122,0
554.22,0.153,-0.012857,0
556.56,0.15225,-0.012857,0
575.77,0.156,-0.012857,0
563.16,0.15525,-0.012857,0
919.27,0.15375,-0.011755,0
722.37,0.15375,-0.012122,0
549.75,0.15375,-0.012857,0
615.19,0.159,-0.014327,0
596.75,0.15825,-0.014327,0
604.62,0.15675,-0.013224,0
613.64,0.15675,-0.013592,0
657.11,0.159,-0.013224,0
672.89,0.159,-0.013592,0
638.36,0.15825,-0.013224,0
653.13,0.15825,-0.013592,0
631.56,0.15975,-0.014327,0
713.38,0.16125,-0.013224,0
733.2,0.162,-0.013224,0
722.25,0.16125,-0.013592,0
736.9,0.162,-0.013592,0
675.95,0.15975,-0.013224,0
692.42,0.15975,-0.013592,0
588.1,0.15675,-0.012857,0
587.14,0.159,-0.011755,0
573.28,0.159,-0.012122,0
598.29,0.15825,-0.011755,0
576.73,0.15825,-0.012122,0
620.49,0.159,-0.012857,0
608.25,0.15825,-0.012857,0
710.55,0.162,-0.012857,0
681,0.16125,-0.012857,0
580.39,0.15975,-0.011755,0
576,0.15975,-0.012122,0
635.02,0.15975,-0.012857,0
889.82,0.165,-0.014327,0
821.41,0.16425,-0.014327,0
759.78,0.16275,-0.013224,0
758.85,0.16275,-0.013592,0
869.94,0.165,-0.013224,0
870.57,0.165,-0.013592,0
819.59,0.16425,-0.013224,0
816.27,0.16425,-0.013592,0
933,0.16575,-0.014327,0
868.91,0.16725,-0.013224,0
708.31,0.168,-0.013224,0
842.86,0.16725,-0.013592,0
661.82,0.168,-0.013592,0
914.92,0.16575,-0.013224,0
918.03,0.16575,-0.013592,0
747.08,0.16275,-0.012857,0
869.44,0.165,-0.011755,0
866.92,0.165,-0.012122,0
811.94,0.16425,-0.011755,0
810.63,0.16425,-0.012122,0
869.13,0.165,-0.012857,0
817.15,0.16425,-0.012857,0
747.36,0.168,-0.012857,0
889.59,0.16725,-0.012857,0
924.93,0.16575,-0.011755,0
920.89,0.16575,-0.012122,0
915.59,0.16575,-0.012857,0
636.93,0.171,-0.014327,0
585.06,0.17025,-0.014327,0
587.31,0.16875,-0.013224,0
545.77,0.16875,-0.013592,0
831.92,0.171,-0.013224,0
764.1,0.171,-0.013592,0
734.52,0.17025,-0.013224,0
683.37,0.17025,-0.013592,0
644.77,0.17175,-0.014327,0
819.94,0.17325,-0.013224,0
761.29,0.174,-0.013224,0
724.35,0.17325,-0.013592,0
659.11,0.174,-0.013592,0
870.86,0.17175,-0.013224,0
793.99,0.17175,-0.013592,0
626.89,0.16875,-0.012857,0
1059.6,0.171,-0.011755,0
1000.3,0.171,-0.012122,0
880.49,0.17025,-0.011755,0
845,0.17025,-0.012122,0
885.43,0.171,-0.012857,0
774.92,0.17025,-0.012857,0
873.97,0.174,-0.012857,0
917.71,0.17325,-0.012857,0
1184.7,0.17175,-0.011755,0
1097.5,0.17175,-0.012122,0
938.72,0.17175,-0.012857,0
345.57,0.177,-0.014327,0
345.44,0.17625,-0.014327,0
680.14,0.17475,-0.013224,0
577.86,0.17475,-0.013592,0
386.88,0.177,-0.013224,0
361.29,0.177,-0.013592,0
460.99,0.17625,-0.013224,0
396.77,0.17625,-0.013592,0
365.4,0.17775,-0.014327,0
504.15,0.17925,-0.013224,0
720.49,0.18,-0.013224,0
527.71,0.17925,-0.013592,0
772.67,0.18,-0.013592,0
372.77,0.17775,-0.013224,0
366.37,0.17775,-0.013592,0
797.14,0.17475,-0.012857,0
726.81,0.177,-0.011755,0
614.99,0.177,-0.012122,0
925.13,0.17625,-0.011755,0
788.97,0.17625,-0.012122,0
435.39,0.177,-0.012857,0
553.53,0.17625,-0.012857,0
656.21,0.18,-0.012857,0
480.42,0.17925,-0.012857,0
544.26,0.17775,-0.011755,0
471.19,0.17775,-0.012122,0
387.04,0.17775,-0.012857,0
1569.1,0.183,-0.014327,0
1500.8,0.18225,-0.014327,0
1041.7,0.18075,-0.013224,0
1108.7,0.18075,-0.013592,0
1410.8,0.183,-0.013224,0
1475.4,0.183,-0.013592,0
1365.7,0.18225,-0.013224,0
1427.6,0.18225,-0.013592,0
1611.5,0.18375,-0.014327,0
1389.7,0.18525,-0.013224,0
1247.5,0.186,-0.013224,0
1452.7,0.18525,-0.013592,0
1316.1,0.186,-0.013592,0
1432.5,0.18375,-0.013224,0
1501.9,0.18375,-0.013592,0
945.32,0.18075,-0.012857,0
1156.4,0.183,-0.011755,0
1224.2,0.183,-0.012122,0
1066.8,0.18225,-0.011755,0
1138.6,0.18225,-0.012122,0
1341.2,0.183,-0.012857,0
1294,0.18225,-0.012857,0
1177.9,0.186,-0.012857,0
1326.1,0.18525,-0.012857,0
1196.6,0.18375,-0.011755,0
1260.6,0.18375,-0.012122,0
1365.9,0.18375,-0.012857,0
1045.6,0.189,-0.014327,0
1008.7,0.18825,-0.014327,0
1025.4,0.18675,-0.013224,0
1097.7,0.18675,-0.013592,0
834,0.189,-0.013224,0
879.78,0.189,-0.013592,0
781.13,0.18825,-0.013224,0
841.22,0.18825,-0.013592,0
1108.2,0.18975,-0.014327,0
1268.4,0.19125,-0.013224,0
1353.9,0.192,-0.013224,0
1224,0.19125,-0.013592,0
1283,0.192,-0.013592,0
977.13,0.18975,-0.013224,0
987.8,0.18975,-0.013592,0
962.31,0.18675,-0.012857,0
1027,0.189,-0.011755,0
913.35,0.189,-0.012122,0
808.55,0.18825,-0.011755,0
754.45,0.18825,-0.012122,0
818.74,0.189,-0.012857,0
745.79,0.18825,-0.012857,0
1486.1,0.192,-0.012857,0
1366.4,0.19125,-0.012857,0
1329.5,0.18975,-0.011755,0
1183.4,0.18975,-0.012122,0
996.74,0.18975,-0.012857,0
1676.2,0.195,-0.014327,0
1520.8,0.19425,-0.014327,0
1418,0.19275,-0.013224,0
1331.3,0.19275,-0.013592,0
1698,0.195,-0.013224,0
1659.1,0.195,-0.013592,0
1595.9,0.19425,-0.013224,0
1531.9,0.19425,-0.013592,0
1795.4,0.19575,-0.014327,0
2015.9,0.19725,-0.013224,0
2124.6,0.198,-0.013224,0
1975.8,0.19725,-0.013592,0
2093.8,0.198,-0.013592,0
1795.5,0.19575,-0.013224,0
1765.7,0.19575,-0.013592,0
1565.2,0.19275,-0.012857,0
2141.6,0.195,-0.011755,0
2116.7,0.195,-0.012122,0
2107.9,0.19425,-0.011755,0
2067.9,0.19425,-0.012122,0
1807.1,0.195,-0.012857,0
1722.5,0.19425,-0.012857,0
2172.5,0.198,-0.012857,0
2097.1,0.19725,-0.012857,0
2174.4,0.19575,-0.011755,0
2159.2,0.19575,-0.012122,0
1900.4,0.19575,-0.012857,0
2183.6,0.201,-0.014327,0
2185.2,0.20025,-0.014327,0
2188.1,0.19875,-0.013224,0
2168.7,0.19875,-0.013592,0
2200.3,0.201,-0.013224,0
2196.8,0.201,-0.013592,0
2208.2,0.20025,-0.013224,0
2201,0.20025,-0.013592,0
2178,0.20175,-0.014327,0
2177.2,0.20325,-0.013224,0
