"T","Points:0","Points:1","Points:2"
319.98,0.012,-0.11755,0
319.98,0.018,-0.11755,0
319.98,0.024,-0.11755,0
319.98,0.03,-0.11755,0
319.98,0.036,-0.11755,0
319.99,0.042,-0.11755,0
319.99,0.048,-0.11755,0
319.99,0.054,-0.11755,0
319.98,0.06,-0.11755,0
319.98,0.066,-0.11755,0
319.98,0.072,-0.11755,0
319.98,0.078,-0.11755,0
319.97,0.084,-0.11755,0
319.97,0.09,-0.11755,0
319.97,0.096,-0.11755,0
319.96,0.102,-0.11755,0
319.96,0.108,-0.11755,0
319.96,0.114,-0.11755,0
319.96,0.12,-0.11755,0
319.95,0.126,-0.11755,0
319.95,0.132,-0.11755,0
319.95,0.138,-0.11755,0
319.95,0.144,-0.11755,0
319.95,0.15,-0.11755,0
319.95,0.156,-0.11755,0
319.95,0.162,-0.11755,0
319.94,0.168,-0.11755,0
319.94,0.174,-0.11755,0
319.93,0.18,-0.11755,0
319.92,0.186,-0.11755,0
319.91,0.192,-0.11755,0
319.91,0.198,-0.11755,0
319.96,0.204,-0.11755,0
320,0.21,-0.11755,0
320,0.216,-0.11755,0
320.13,0.222,-0.11755,0
320.76,0.228,-0.11755,0
325.68,0.234,-0.11755,0
334.59,0.24,-0.11755,0
341.59,0.246,-0.11755,0
345.07,0.252,-0.11755,0
345.91,0.258,-0.11755,0
345.76,0.264,-0.11755,0
345.93,0.27,-0.11755,0
344.77,0.276,-0.11755,0
342.09,0.282,-0.11755,0
337.38,0.288,-0.11755,0
332.64,0.294,-0.11755,0
330.57,0.3,-0.11755,0
333.89,0.306,-0.11755,0
345.21,0.312,-0.11755,0
349.56,0.318,-0.11755,0
346.71,0.324,-0.11755,0
352.04,0.33,-0.11755,0
358.32,0.336,-0.11755,0
359.12,0.342,-0.11755,0
358.47,0.348,-0.11755,0
357.85,0.354,-0.11755,0
357.33,0.36,-0.11755,0
356.64,0.366,-0.11755,0
355.78,0.372,-0.11755,0
356.87,0.378,-0.11755,0
356.44,0.384,-0.11755,0
350.94,0.39,-0.11755,0
345.61,0.396,-0.11755,0
343.81,0.402,-0.11755,0
344.52,0.408,-0.11755,0
344.82,0.414,-0.11755,0
345.2,0.42,-0.11755,0
346.73,0.426,-0.11755,0
346.85,0.432,-0.11755,0
342.52,0.438,-0.11755,0
333.82,0.444,-0.11755,0
328.24,0.45,-0.11755,0
328.32,0.456,-0.11755,0
329.4,0.462,-0.11755,0
328.98,0.468,-0.11755,0
326.84,0.474,-0.11755,0
324.67,0.48,-0.11755,0
323.27,0.486,-0.11755,0
322.03,0.492,-0.11755,0
320.93,0.498,-0.11755,0
320.41,0.504,-0.11755,0
320.28,0.51,-0.11755,0
320.38,0.516,-0.11755,0
320.63,0.522,-0.11755,0
320.77,0.528,-0.11755,0
320.7,0.534,-0.11755,0
320.61,0.54,-0.11755,0
320.61,0.546,-0.11755,0
320.55,0.552,-0.11755,0
320.51,0.558,-0.11755,0
320.72,0.564,-0.11755,0
320.85,0.57,-0.11755,0
320.8,0.576,-0.11755,0
319.97,0.006,-0.11461,0
320,0,-0.11461,0
319.98,0.012,-0.11461,0
319.98,0.018,-0.11461,0
319.98,0.024,-0.11461,0
319.98,0.03,-0.11461,0
319.99,0.036,-0.11461,0
319.99,0.042,-0.11461,0
319.99,0.048,-0.11461,0
319.99,0.054,-0.11461,0
319.99,0.06,-0.11461,0
319.98,0.066,-0.11461,0
319.98,0.072,-0.11461,0
319.98,0.078,-0.11461,0
319.97,0.084,-0.11461,0
319.97,0.09,-0.11461,0
319.97,0.096,-0.11461,0
319.96,0.102,-0.11461,0
319.96,0.108,-0.11461,0
319.96,0.114,-0.11461,0
319.96,0.12,-0.11461,0
319.95,0.126,-0.11461,0
319.95,0.132,-0.11461,0
319.95,0.138,-0.11461,0
319.95,0.144,-0.11461,0
319.95,0.15,-0.11461,0
319.95,0.156,-0.11461,0
319.95,0.162,-0.11461,0
319.94,0.168,-0.11461,0
319.94,0.174,-0.11461,0
319.93,0.18,-0.11461,0
319.92,0.186,-0.11461,0
319.91,0.192,-0.11461,0
319.92,0.198,-0.11461,0
320.05,0.204,-0.11461,0
320.2,0.21,-0.11461,0
320.23,0.216,-0.11461,0
320.34,0.222,-0.11461,0
321.04,0.228,-0.11461,0
327.02,0.234,-0.11461,0
335.5,0.24,-0.11461,0
340.79,0.246,-0.11461,0
344.5,0.252,-0.11461,0
346.13,0.258,-0.11461,0
346.16,0.264,-0.11461,0
345.92,0.27,-0.11461,0
344.47,0.276,-0.11461,0
340.94,0.282,-0.11461,0
337.12,0.288,-0.11461,0
334.98,0.294,-0.11461,0
332.26,0.3,-0.11461,0
332.72,0.306,-0.11461,0
342.71,0.312,-0.11461,0
347.56,0.318,-0.11461,0
343.41,0.324,-0.11461,0
346.95,0.33,-0.11461,0
355.31,0.336,-0.11461,0
358.67,0.342,-0.11461,0
358.38,0.348,-0.11461,0
357.79,0.354,-0.11461,0
356.44,0.36,-0.11461,0
355.76,0.366,-0.11461,0
357,0.372,-0.11461,0
358.15,0.378,-0.11461,0
356.25,0.384,-0.11461,0
350.32,0.39,-0.11461,0
344.52,0.396,-0.11461,0
342.49,0.402,-0.11461,0
343.48,0.408,-0.11461,0
344.21,0.414,-0.11461,0
344.82,0.42,-0.11461,0
346.66,0.426,-0.11461,0
347.04,0.432,-0.11461,0
341.66,0.438,-0.11461,0
332.91,0.444,-0.11461,0
327.98,0.45,-0.11461,0
326.9,0.456,-0.11461,0
326.24,0.462,-0.11461,0
324.8,0.468,-0.11461,0
322.95,0.474,-0.11461,0
321.73,0.48,-0.11461,0
321.07,0.486,-0.11461,0
320.65,0.492,-0.11461,0
320.39,0.498,-0.11461,0
320.27,0.504,-0.11461,0
320.29,0.51,-0.11461,0
320.56,0.516,-0.11461,0
321.09,0.522,-0.11461,0
321.4,0.528,-0.11461,0
321.3,0.534,-0.11461,0
321.09,0.54,-0.11461,0
321.09,0.546,-0.11461,0
321.2,0.552,-0.11461,0
321.24,0.558,-0.11461,0
321.36,0.564,-0.11461,0
321.62,0.57,-0.11461,0
321.79,0.576,-0.11461,0
319.97,0.006,-0.11167,0
320,0,-0.11167,0
319.98,0.012,-0.11167,0
319.98,0.018,-0.11167,0
319.98,0.024,-0.11167,0
319.98,0.03,-0.11167,0
319.99,0.036,-0.11167,0
319.99,0.042,-0.11167,0
319.99,0.048,-0.11167,0
319.99,0.054,-0.11167,0
319.99,0.06,-0.11167,0
319.98,0.066,-0.11167,0
319.98,0.072,-0.11167,0
319.98,0.078,-0.11167,0
319.98,0.084,-0.11167,0
319.97,0.09,-0.11167,0
319.97,0.096,-0.11167,0
319.97,0.102,-0.11167,0
319.96,0.108,-0.11167,0
319.96,0.114,-0.11167,0
319.96,0.12,-0.11167,0
319.95,0.126,-0.11167,0
319.95,0.132,-0.11167,0
319.95,0.138,-0.11167,0
319.95,0.144,-0.11167,0
319.95,0.15,-0.11167,0
319.95,0.156,-0.11167,0
319.95,0.162,-0.11167,0
319.94,0.168,-0.11167,0
319.94,0.174,-0.11167,0
319.93,0.18,-0.11167,0
319.92,0.186,-0.11167,0
319.92,0.192,-0.11167,0
319.93,0.198,-0.11167,0
320.12,0.204,-0.11167,0
320.41,0.21,-0.11167,0
320.52,0.216,-0.11167,0
320.55,0.222,-0.11167,0
321.25,0.228,-0.11167,0
328.3,0.234,-0.11167,0
336.42,0.24,-0.11167,0
339.68,0.246,-0.11167,0
343.43,0.252,-0.11167,0
345.93,0.258,-0.11167,0
346.02,0.264,-0.11167,0
345.35,0.27,-0.11167,0
343.62,0.276,-0.11167,0
340.42,0.282,-0.11167,0
338.45,0.288,-0.11167,0
338.1,0.294,-0.11167,0
334.69,0.3,-0.11167,0
332.43,0.306,-0.11167,0
339.32,0.312,-0.11167,0
345.66,0.318,-0.11167,0
343.04,0.324,-0.11167,0
342.94,0.33,-0.11167,0
350.77,0.336,-0.11167,0
356.99,0.342,-0.11167,0
357.94,0.348,-0.11167,0
357.44,0.354,-0.11167,0
353.89,0.36,-0.11167,0
351.52,0.366,-0.11167,0
355.16,0.372,-0.11167,0
357.75,0.378,-0.11167,0
355.19,0.384,-0.11167,0
349.3,0.39,-0.11167,0
343.69,0.396,-0.11167,0
341.84,0.402,-0.11167,0
342.88,0.408,-0.11167,0
344.01,0.414,-0.11167,0
344.79,0.42,-0.11167,0
346.44,0.426,-0.11167,0
347,0.432,-0.11167,0
340.87,0.438,-0.11167,0
332.25,0.444,-0.11167,0
328.13,0.45,-0.11167,0
326.31,0.456,-0.11167,0
324.5,0.462,-0.11167,0
322.81,0.468,-0.11167,0
321.66,0.474,-0.11167,0
321.15,0.48,-0.11167,0
320.99,0.486,-0.11167,0
320.96,0.492,-0.11167,0
320.87,0.498,-0.11167,0
320.67,0.504,-0.11167,0
320.64,0.51,-0.11167,0
321.16,0.516,-0.11167,0
321.9,0.522,-0.11167,0
322.18,0.528,-0.11167,0
321.97,0.534,-0.11167,0
321.59,0.54,-0.11167,0
321.87,0.546,-0.11167,0
322.4,0.552,-0.11167,0
322.41,0.558,-0.11167,0
322.35,0.564,-0.11167,0
322.59,0.57,-0.11167,0
322.84,0.576,-0.11167,0
319.97,0.006,-0.10873,0
320,0,-0.10873,0
319.98,0.012,-0.10873,0
319.98,0.018,-0.10873,0
319.98,0.024,-0.10873,0
319.99,0.03,-0.10873,0
319.99,0.036,-0.10873,0
319.99,0.042,-0.10873,0
319.99,0.048,-0.10873,0
319.99,0.054,-0.10873,0
319.99,0.06,-0.10873,0
319.99,0.066,-0.10873,0
319.98,0.072,-0.10873,0
319.98,0.078,-0.10873,0
319.98,0.084,-0.10873,0
319.97,0.09,-0.10873,0
319.97,0.096,-0.10873,0
319.97,0.102,-0.10873,0
319.96,0.108,-0.10873,0
319.96,0.114,-0.10873,0
319.96,0.12,-0.10873,0
319.96,0.126,-0.10873,0
319.95,0.132,-0.10873,0
319.95,0.138,-0.10873,0
319.95,0.144,-0.10873,0
319.95,0.15,-0.10873,0
319.95,0.156,-0.10873,0
319.95,0.162,-0.10873,0
319.94,0.168,-0.10873,0
319.94,0.174,-0.10873,0
319.93,0.18,-0.10873,0
319.92,0.186,-0.10873,0
319.92,0.192,-0.10873,0
319.95,0.198,-0.10873,0
320.15,0.204,-0.10873,0
320.51,0.21,-0.10873,0
320.69,0.216,-0.10873,0
320.67,0.222,-0.10873,0
321.37,0.228,-0.10873,0
329.04,0.234,-0.10873,0
337.04,0.24,-0.10873,0
338.94,0.246,-0.10873,0
342.2,0.252,-0.10873,0
345.3,0.258,-0.10873,0
345.75,0.264,-0.10873,0
344.96,0.27,-0.10873,0
343.53,0.276,-0.10873,0
341.55,0.282,-0.10873,0
340.6,0.288,-0.10873,0
340.34,0.294,-0.10873,0
336.82,0.3,-0.10873,0
332.68,0.306,-0.10873,0
335.41,0.312,-0.10873,0
342.23,0.318,-0.10873,0
342.92,0.324,-0.10873,0
341.52,0.33,-0.10873,0
346.8,0.336,-0.10873,0
354.02,0.342,-0.10873,0
357.09,0.348,-0.10873,0
356.64,0.354,-0.10873,0
351.08,0.36,-0.10873,0
346.87,0.366,-0.10873,0
351.25,0.372,-0.10873,0
355.43,0.378,-0.10873,0
353.8,0.384,-0.10873,0
348.41,0.39,-0.10873,0
343.15,0.396,-0.10873,0
341.27,0.402,-0.10873,0
342.34,0.408,-0.10873,0
344.18,0.414,-0.10873,0
345.26,0.42,-0.10873,0
346.46,0.426,-0.10873,0
346.58,0.432,-0.10873,0
339.73,0.438,-0.10873,0
331.7,0.444,-0.10873,0
328.61,0.45,-0.10873,0
326.4,0.456,-0.10873,0
324.01,0.462,-0.10873,0
322.3,0.468,-0.10873,0
321.69,0.474,-0.10873,0
321.88,0.48,-0.10873,0
322.77,0.486,-0.10873,0
324.09,0.492,-0.10873,0
324.4,0.498,-0.10873,0
323.06,0.504,-0.10873,0
321.93,0.51,-0.10873,0
322.31,0.516,-0.10873,0
323.05,0.522,-0.10873,0
323.1,0.528,-0.10873,0
322.64,0.534,-0.10873,0
322.14,0.54,-0.10873,0
323.65,0.546,-0.10873,0
325.64,0.552,-0.10873,0
325.42,0.558,-0.10873,0
324.45,0.564,-0.10873,0
324.08,0.57,-0.10873,0
324.18,0.576,-0.10873,0
319.97,0.006,-0.1058,0
320,0,-0.1058,0
319.98,0.012,-0.1058,0
319.98,0.018,-0.1058,0
319.98,0.024,-0.1058,0
319.99,0.03,-0.1058,0
319.99,0.036,-0.1058,0
319.99,0.042,-0.1058,0
319.99,0.048,-0.1058,0
319.99,0.054,-0.1058,0
319.99,0.06,-0.1058,0
319.99,0.066,-0.1058,0
319.98,0.072,-0.1058,0
319.98,0.078,-0.1058,0
319.98,0.084,-0.1058,0
319.97,0.09,-0.1058,0
319.97,0.096,-0.1058,0
319.97,0.102,-0.1058,0
319.96,0.108,-0.1058,0
319.96,0.114,-0.1058,0
319.96,0.12,-0.1058,0
319.96,0.126,-0.1058,0
319.95,0.132,-0.1058,0
319.95,0.138,-0.1058,0
319.95,0.144,-0.1058,0
319.95,0.15,-0.1058,0
319.95,0.156,-0.1058,0
319.95,0.162,-0.1058,0
319.94,0.168,-0.1058,0
319.94,0.174,-0.1058,0
319.93,0.18,-0.1058,0
319.92,0.186,-0.1058,0
319.92,0.192,-0.1058,0
319.96,0.198,-0.1058,0
320.17,0.204,-0.1058,0
320.55,0.21,-0.1058,0
320.74,0.216,-0.1058,0
320.74,0.222,-0.1058,0
321.34,0.228,-0.1058,0
328.81,0.234,-0.1058,0
337.01,0.24,-0.1058,0
338.71,0.246,-0.1058,0
341.1,0.252,-0.1058,0
344.27,0.258,-0.1058,0
345.3,0.264,-0.1058,0
344.86,0.27,-0.1058,0
343.99,0.276,-0.1058,0
342.81,0.282,-0.1058,0
342.14,0.288,-0.1058,0
341.74,0.294,-0.1058,0
338.38,0.3,-0.1058,0
333.37,0.306,-0.1058,0
333.04,0.312,-0.1058,0
338.86,0.318,-0.1058,0
342.33,0.324,-0.1058,0
341.89,0.33,-0.1058,0
344.75,0.336,-0.1058,0
351.15,0.342,-0.1058,0
355.61,0.348,-0.1058,0
355.17,0.354,-0.1058,0
348.57,0.36,-0.1058,0
343.73,0.366,-0.1058,0
348.39,0.372,-0.1058,0
353.42,0.378,-0.1058,0
352.31,0.384,-0.1058,0
347.34,0.39,-0.1058,0
342.63,0.396,-0.1058,0
340.18,0.402,-0.1058,0
340.28,0.408,-0.1058,0
343.15,0.414,-0.1058,0
345.78,0.42,-0.1058,0
346.62,0.426,-0.1058,0
345.45,0.432,-0.1058,0
338.31,0.438,-0.1058,0
331.47,0.444,-0.1058,0
329.07,0.45,-0.1058,0
326.39,0.456,-0.1058,0
323.66,0.462,-0.1058,0
322.27,0.468,-0.1058,0
322.73,0.474,-0.1058,0
325.8,0.48,-0.1058,0
332.75,0.486,-0.1058,0
341.19,0.492,-0.1058,0
342.81,0.498,-0.1058,0
334.15,0.504,-0.1058,0
325.98,0.51,-0.1058,0
324.23,0.516,-0.1058,0
324.31,0.522,-0.1058,0
324.01,0.528,-0.1058,0
323.35,0.534,-0.1058,0
323.16,0.54,-0.1058,0
326.92,0.546,-0.1058,0
331.72,0.552,-0.1058,0
331.78,0.558,-0.1058,0
329.32,0.564,-0.1058,0
327.62,0.57,-0.1058,0
327.22,0.576,-0.1058,0
319.98,0.006,-0.10286,0
320,0,-0.10286,0
319.98,0.012,-0.10286,0
319.98,0.018,-0.10286,0
319.99,0.024,-0.10286,0
319.99,0.03,-0.10286,0
319.99,0.036,-0.10286,0
319.99,0.042,-0.10286,0
319.99,0.048,-0.10286,0
319.99,0.054,-0.10286,0
319.99,0.06,-0.10286,0
319.99,0.066,-0.10286,0
319.98,0.072,-0.10286,0
319.98,0.078,-0.10286,0
319.98,0.084,-0.10286,0
319.98,0.09,-0.10286,0
319.97,0.096,-0.10286,0
319.97,0.102,-0.10286,0
319.96,0.108,-0.10286,0
319.96,0.114,-0.10286,0
319.96,0.12,-0.10286,0
319.96,0.126,-0.10286,0
319.95,0.132,-0.10286,0
319.95,0.138,-0.10286,0
319.95,0.144,-0.10286,0
319.95,0.15,-0.10286,0
319.95,0.156,-0.10286,0
319.95,0.162,-0.10286,0
319.94,0.168,-0.10286,0
319.94,0.174,-0.10286,0
319.93,0.18,-0.10286,0
319.92,0.186,-0.10286,0
319.92,0.192,-0.10286,0
319.97,0.198,-0.10286,0
320.2,0.204,-0.10286,0
320.57,0.21,-0.10286,0
320.77,0.216,-0.10286,0
320.79,0.222,-0.10286,0
321.15,0.228,-0.10286,0
327.23,0.234,-0.10286,0
336.03,0.24,-0.10286,0
338.87,0.246,-0.10286,0
340.13,0.252,-0.10286,0
342.86,0.258,-0.10286,0
344.22,0.264,-0.10286,0
343.99,0.27,-0.10286,0
343.58,0.276,-0.10286,0
343.15,0.282,-0.10286,0
342.83,0.288,-0.10286,0
342.51,0.294,-0.10286,0
339.31,0.3,-0.10286,0
334.38,0.306,-0.10286,0
332.81,0.312,-0.10286,0
336.75,0.318,-0.10286,0
341.22,0.324,-0.10286,0
342.4,0.33,-0.10286,0
344.33,0.336,-0.10286,0
349.21,0.342,-0.10286,0
353.62,0.348,-0.10286,0
353.22,0.354,-0.10286,0
346.83,0.36,-0.10286,0
342.62,0.366,-0.10286,0
347.12,0.372,-0.10286,0
352,0.378,-0.10286,0
350.64,0.384,-0.10286,0
346.12,0.39,-0.10286,0
342.34,0.396,-0.10286,0
339.05,0.402,-0.10286,0
336.76,0.408,-0.10286,0
339.58,0.414,-0.10286,0
344.43,0.42,-0.10286,0
345.96,0.426,-0.10286,0
343.19,0.432,-0.10286,0
336.51,0.438,-0.10286,0
331.64,0.444,-0.10286,0
329.23,0.45,-0.10286,0
325.84,0.456,-0.10286,0
323.12,0.462,-0.10286,0
322.77,0.468,-0.10286,0
326.21,0.474,-0.10286,0
339.88,0.48,-0.10286,0
363.88,0.486,-0.10286,0
383,0.492,-0.10286,0
383.08,0.498,-0.10286,0
361.24,0.504,-0.10286,0
337.01,0.51,-0.10286,0
327.6,0.516,-0.10286,0
325.75,0.522,-0.10286,0
324.82,0.528,-0.10286,0
324.35,0.534,-0.10286,0
325.35,0.54,-0.10286,0
331.81,0.546,-0.10286,0
339.27,0.552,-0.10286,0
339.98,0.558,-0.10286,0
336.86,0.564,-0.10286,0
333.63,0.57,-0.10286,0
332.16,0.576,-0.10286,0
319.98,0.006,-0.099918,0
320,0,-0.099918,0
319.98,0.012,-0.099918,0
319.98,0.018,-0.099918,0
319.99,0.024,-0.099918,0
319.99,0.03,-0.099918,0
319.99,0.036,-0.099918,0
319.99,0.042,-0.099918,0
319.99,0.048,-0.099918,0
319.99,0.054,-0.099918,0
319.99,0.06,-0.099918,0
319.99,0.066,-0.099918,0
319.99,0.072,-0.099918,0
319.98,0.078,-0.099918,0
319.98,0.084,-0.099918,0
319.98,0.09,-0.099918,0
319.97,0.096,-0.099918,0
319.97,0.102,-0.099918,0
319.97,0.108,-0.099918,0
319.96,0.114,-0.099918,0
319.96,0.12,-0.099918,0
319.96,0.126,-0.099918,0
319.95,0.132,-0.099918,0
319.95,0.138,-0.099918,0
319.95,0.144,-0.099918,0
319.95,0.15,-0.099918,0
319.95,0.156,-0.099918,0
319.95,0.162,-0.099918,0
319.94,0.168,-0.099918,0
319.94,0.174,-0.099918,0
319.93,0.18,-0.099918,0
319.92,0.186,-0.099918,0
319.93,0.192,-0.099918,0
319.98,0.198,-0.099918,0
320.23,0.204,-0.099918,0
320.58,0.21,-0.099918,0
320.76,0.216,-0.099918,0
320.82,0.222,-0.099918,0
320.96,0.228,-0.099918,0
324.69,0.234,-0.099918,0
333.69,0.24,-0.099918,0
338.86,0.246,-0.099918,0
339.26,0.252,-0.099918,0
341.08,0.258,-0.099918,0
342.49,0.264,-0.099918,0
342.05,0.27,-0.099918,0
341.6,0.276,-0.099918,0
341.94,0.282,-0.099918,0
342.38,0.288,-0.099918,0
342.31,0.294,-0.099918,0
339.37,0.3,-0.099918,0
335.08,0.306,-0.099918,0
333.32,0.312,-0.099918,0
335.71,0.318,-0.099918,0
340.01,0.324,-0.099918,0
342.57,0.33,-0.099918,0
344.43,0.336,-0.099918,0
348.15,0.342,-0.099918,0
351.95,0.348,-0.099918,0
350.97,0.354,-0.099918,0
345.46,0.36,-0.099918,0
342.46,0.366,-0.099918,0
346.23,0.372,-0.099918,0
350.26,0.378,-0.099918,0
348.88,0.384,-0.099918,0
345.32,0.39,-0.099918,0
342.55,0.396,-0.099918,0
338.51,0.402,-0.099918,0
333.84,0.408,-0.099918,0
334.39,0.414,-0.099918,0
339.85,0.42,-0.099918,0
343.3,0.426,-0.099918,0
340.13,0.432,-0.099918,0
334.66,0.438,-0.099918,0
331.52,0.444,-0.099918,0
328.52,0.45,-0.099918,0
324.73,0.456,-0.099918,0
322.64,0.462,-0.099918,0
324.09,0.468,-0.099918,0
334.45,0.474,-0.099918,0
366.4,0.48,-0.099918,0
410.46,0.486,-0.099918,0
449.23,0.492,-0.099918,0
451.2,0.498,-0.099918,0
405.75,0.504,-0.099918,0
357.64,0.51,-0.099918,0
334.15,0.516,-0.099918,0
327.93,0.522,-0.099918,0
326.12,0.528,-0.099918,0
326.13,0.534,-0.099918,0
328.96,0.54,-0.099918,0
338.23,0.546,-0.099918,0
346.24,0.552,-0.099918,0
346.36,0.558,-0.099918,0
343.74,0.564,-0.099918,0
338.61,0.57,-0.099918,0
335.12,0.576,-0.099918,0
319.98,0.006,-0.09698,0
320,0,-0.09698,0
319.98,0.012,-0.09698,0
319.99,0.018,-0.09698,0
319.99,0.024,-0.09698,0
319.99,0.03,-0.09698,0
319.99,0.036,-0.09698,0
319.99,0.042,-0.09698,0
319.99,0.048,-0.09698,0
319.99,0.054,-0.09698,0
319.99,0.06,-0.09698,0
319.99,0.066,-0.09698,0
319.99,0.072,-0.09698,0
319.98,0.078,-0.09698,0
319.98,0.084,-0.09698,0
319.98,0.09,-0.09698,0
319.97,0.096,-0.09698,0
319.97,0.102,-0.09698,0
319.97,0.108,-0.09698,0
319.96,0.114,-0.09698,0
319.96,0.12,-0.09698,0
319.96,0.126,-0.09698,0
319.95,0.132,-0.09698,0
319.95,0.138,-0.09698,0
319.95,0.144,-0.09698,0
319.95,0.15,-0.09698,0
319.95,0.156,-0.09698,0
319.95,0.162,-0.09698,0
319.94,0.168,-0.09698,0
319.94,0.174,-0.09698,0
319.93,0.18,-0.09698,0
319.93,0.186,-0.09698,0
319.93,0.192,-0.09698,0
319.99,0.198,-0.09698,0
320.26,0.204,-0.09698,0
320.58,0.21,-0.09698,0
320.74,0.216,-0.09698,0
320.82,0.222,-0.09698,0
320.88,0.228,-0.09698,0
322.77,0.234,-0.09698,0
330.92,0.24,-0.09698,0
338.27,0.246,-0.09698,0
339.12,0.252,-0.09698,0
339.55,0.258,-0.09698,0
340.29,0.264,-0.09698,0
339.76,0.27,-0.09698,0
339.06,0.276,-0.09698,0
339.33,0.282,-0.09698,0
340.11,0.288,-0.09698,0
340.14,0.294,-0.09698,0
337.88,0.3,-0.09698,0
334.87,0.306,-0.09698,0
333.58,0.312,-0.09698,0
335.32,0.318,-0.09698,0
338.97,0.324,-0.09698,0
342.12,0.33,-0.09698,0
344.42,0.336,-0.09698,0
347.78,0.342,-0.09698,0
350.81,0.348,-0.09698,0
348.99,0.354,-0.09698,0
344.69,0.36,-0.09698,0
342.82,0.366,-0.09698,0
345.51,0.372,-0.09698,0
348.39,0.378,-0.09698,0
347.38,0.384,-0.09698,0
344.89,0.39,-0.09698,0
342.29,0.396,-0.09698,0
337.52,0.402,-0.09698,0
331.7,0.408,-0.09698,0
329.63,0.414,-0.09698,0
333.51,0.42,-0.09698,0
338.08,0.426,-0.09698,0
336.67,0.432,-0.09698,0
332.9,0.438,-0.09698,0
330.06,0.444,-0.09698,0
326.48,0.45,-0.09698,0
323.17,0.456,-0.09698,0
322.33,0.462,-0.09698,0
325.85,0.468,-0.09698,0
345.89,0.474,-0.09698,0
396.6,0.48,-0.09698,0
463.56,0.486,-0.09698,0
521.81,0.492,-0.09698,0
528.83,0.498,-0.09698,0
465.88,0.504,-0.09698,0
390.38,0.51,-0.09698,0
347.09,0.516,-0.09698,0
331.81,0.522,-0.09698,0
328.85,0.528,-0.09698,0
329.86,0.534,-0.09698,0
334.62,0.54,-0.09698,0
344.85,0.546,-0.09698,0
349.35,0.552,-0.09698,0
346.59,0.558,-0.09698,0
344.59,0.564,-0.09698,0
336.59,0.57,-0.09698,0
330.15,0.576,-0.09698,0
319.98,0.006,-0.094041,0
320,0,-0.094041,0
319.98,0.012,-0.094041,0
319.99,0.018,-0.094041,0
319.99,0.024,-0.094041,0
319.99,0.03,-0.094041,0
319.99,0.036,-0.094041,0
319.99,0.042,-0.094041,0
319.99,0.048,-0.094041,0
319.99,0.054,-0.094041,0
319.99,0.06,-0.094041,0
319.99,0.066,-0.094041,0
319.99,0.072,-0.094041,0
319.98,0.078,-0.094041,0
319.98,0.084,-0.094041,0
319.98,0.09,-0.094041,0
319.97,0.096,-0.094041,0
319.97,0.102,-0.094041,0
319.97,0.108,-0.094041,0
319.96,0.114,-0.094041,0
319.96,0.12,-0.094041,0
319.96,0.126,-0.094041,0
319.96,0.132,-0.094041,0
319.95,0.138,-0.094041,0
319.95,0.144,-0.094041,0
319.95,0.15,-0.094041,0
319.95,0.156,-0.094041,0
319.95,0.162,-0.094041,0
319.94,0.168,-0.094041,0
319.94,0.174,-0.094041,0
319.93,0.18,-0.094041,0
319.93,0.186,-0.094041,0
319.93,0.192,-0.094041,0
320.01,0.198,-0.094041,0
320.3,0.204,-0.094041,0
320.62,0.21,-0.094041,0
320.76,0.216,-0.094041,0
320.8,0.222,-0.094041,0
320.82,0.228,-0.094041,0
321.84,0.234,-0.094041,0
328.09,0.24,-0.094041,0
336.6,0.246,-0.094041,0
339.45,0.252,-0.094041,0
338.93,0.258,-0.094041,0
338.72,0.264,-0.094041,0
338.27,0.27,-0.094041,0
337.49,0.276,-0.094041,0
336.81,0.282,-0.094041,0
336.4,0.288,-0.094041,0
335.85,0.294,-0.094041,0
334.72,0.3,-0.094041,0
333.6,0.306,-0.094041,0
333.39,0.312,-0.094041,0
334.9,0.318,-0.094041,0
338,0.324,-0.094041,0
341.37,0.33,-0.094041,0
344.05,0.336,-0.094041,0
347.42,0.342,-0.094041,0
349.49,0.348,-0.094041,0
347.57,0.354,-0.094041,0
344.67,0.36,-0.094041,0
343.21,0.366,-0.094041,0
344.95,0.372,-0.094041,0
347.13,0.378,-0.094041,0
346.29,0.384,-0.094041,0
343.78,0.39,-0.094041,0
340.5,0.396,-0.094041,0
335.87,0.402,-0.094041,0
330.39,0.408,-0.094041,0
326.9,0.414,-0.094041,0
327.89,0.42,-0.094041,0
331.06,0.426,-0.094041,0
331.4,0.432,-0.094041,0
329.11,0.438,-0.094041,0
326.46,0.444,-0.094041,0
323.65,0.45,-0.094041,0
321.84,0.456,-0.094041,0
322.24,0.462,-0.094041,0
327.53,0.468,-0.094041,0
356.73,0.474,-0.094041,0
419.68,0.48,-0.094041,0
501.69,0.486,-0.094041,0
562.63,0.492,-0.094041,0
572.76,0.498,-0.094041,0
520.54,0.504,-0.094041,0
433.35,0.51,-0.094041,0
368.89,0.516,-0.094041,0
340.83,0.522,-0.094041,0
335,0.528,-0.094041,0
337.55,0.534,-0.094041,0
344.24,0.54,-0.094041,0
351.46,0.546,-0.094041,0
345.11,0.552,-0.094041,0
335.46,0.558,-0.094041,0
334.22,0.564,-0.094041,0
324.97,0.57,-0.094041,0
316.96,0.576,-0.094041,0
319.98,0.006,-0.091102,0
320,0,-0.091102,0
319.98,0.012,-0.091102,0
319.99,0.018,-0.091102,0
319.99,0.024,-0.091102,0
319.99,0.03,-0.091102,0
